macaulay_photo_catalog_id,macaulay_url,order,family,ebird_species_group,sci_name,common_name,species_category,ebird_species_code,ebird_taxon_order,ebird_checklist_id,species_range,extinct,extinct_year,sex_bird_photo,age_bird_photo,macaulay_photographer_userId,photo_latitude,photo_longitude,macaulay_rating_count_may2021,macaulay_photo_user_rating_may21,photo_width_px,photo_height_px,source,plumageparts_split,plumageparts_mask_filename,plumageparts_segmentation_width_px,plumageparts_segmentation_height_px
205968201,https://macaulaylibrary.org/asset/205968201,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ptilinopus solomonensis,Yellow-bibbed Fruit-Dove (Yellow-banded),group (polytypic),yebfrd2,2606,S65190068,,,,,,USER800441,-2.0499,147.7707,7.0,4.428571429,1000.0,807.0,ebird,train,Ptilinopus_solomonensis_Unknown_205968201.png,1000,807
205968281,https://macaulaylibrary.org/asset/205968281,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ptilinopus insolitus,Knob-billed Fruit-Dove,species,kbfdov1,2629,S65190161,,,,Unknown,Unknown,USER800441,-3.2752,151.9272,5.0,3.4,1000.0,754.0,ebird,train,Ptilinopus_insolitus_Unknown_205968281.png,1000,754
205968871,https://macaulaylibrary.org/asset/205968871,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Sunbirds and Spiderhunters,Cinnyris pembae,Pemba Sunbird,species,pemsun2,29225,S65190552,Pemba I. (off se Tanzania),,,Unknown,Unknown,USER800441,-4.9266,39.7,4.0,5.0,1000.0,800.0,ebird,train,Cinnyris_pembae_Unknown_205968871.png,1000,800
205970091,https://macaulaylibrary.org/asset/205970091,Passeriformes,Locustellidae (Grassbirds and Allies),Grassbirds and Allies,Locustella ochotensis,Middendorff's Grasshopper-Warbler,species,migwar,22920,S65188785,,,,,,USER800441,59.3111,149.0814,6.0,4.666666667,1000.0,721.0,ebird,train,Locustella_ochotensis_Unknown_205970091.png,1000,721
205970191,https://macaulaylibrary.org/asset/205970191,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",Alcids,Cepphus carbo,Spectacled Guillemot,species,spegui1,6164,S65188728,"Kamchatka and Sea of Okhotsk to Korea, Kuril Is. and n Japan",,,,,USER800441,59.1547,151.785,19.0,4.894736842,1000.0,728.0,ebird,train,Cepphus_carbo_Unknown_205970191.png,1000,728
205970641,https://macaulaylibrary.org/asset/205970641,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ducula pacifica,Pacific Imperial-Pigeon,species,paipig1,2682,S65190267,,,,Unknown,Unknown,USER800441,-1.6436,150.6796,4.0,4.0,820.0,1000.0,ebird,test,Ducula_pacifica_Unknown_205970641.png,820,1000
205971501,https://macaulaylibrary.org/asset/205971501,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Aplonis feadensis,Atoll Starling,species,atosta1,26636,S65190267,,,,,,USER800441,-1.6436,150.6796,5.0,4.2,1000.0,669.0,ebird,train,Aplonis_feadensis_Unknown_205971501.png,1000,669
205972501,https://macaulaylibrary.org/asset/205972501,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Cyornis oscillans stresemanni,Flores Jungle-Flycatcher (Sumba),group (monotypic),flojuf3,28004,S65188488,Sumba (w Lesser Sundas),,,Unknown,Unknown,USER800441,-9.6441,119.839,4.0,5.0,1000.0,708.0,ebird,train,Cyornis_oscillans_stresemanni_Unknown_205972501.png,1000,708
205973461,https://macaulaylibrary.org/asset/205973461,Psittaciformes,Psittaculidae (Old World Parrots),"Parrots, Parakeets, and Allies",Tanygnathus megalorynchos,Great-billed Parrot,species,grbpar1,11776,,,,,,,USER800441,,,4.0,4.0,1000.0,694.0,ebird,train,Tanygnathus_megalorynchos_Unknown_205973461.png,1000,694
205973601,https://macaulaylibrary.org/asset/205973601,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ptilinopus melanospilus,Black-naped Fruit-Dove,species,bknfrd1,2634,S65188491,,,,Unknown,Unknown,USER800441,-9.6441,119.839,5.0,4.2,1000.0,717.0,ebird,train,Ptilinopus_melanospilus_Unknown_205973601.png,1000,717
205973711,https://macaulaylibrary.org/asset/205973711,Passeriformes,Ptilonorhynchidae (Bowerbirds),Scrub-birds and Bowerbirds,Ailuroedus geislerorum,Tan-capped Catbird,species,taccat1,16729,S65190270,,,,,,USER800441,-4.703,145.4054,6.0,4.666666667,1000.0,772.0,ebird,train,Ailuroedus_geislerorum_Unknown_205973711.png,1000,772
205974631,https://macaulaylibrary.org/asset/205974631,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,Sphecotheres viridis,Green Figbird,species,grnfig1,18829,S65188560,"E Lesser Sundas (Rote, Semau and Timor)",,,Unknown,Unknown,USER800441,-10.0072,123.8081,5.0,4.2,1000.0,727.0,ebird,train,Sphecotheres_viridis_Unknown_205974631.png,1000,727
205974791,https://macaulaylibrary.org/asset/205974791,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Ficedula timorensis,Black-banded Flycatcher,species,blbfly2,28434,S65188570,Timor (e Lesser Sundas),,,Unknown,Unknown,USER800441,-10.0386,123.9328,5.0,3.4,1000.0,687.0,ebird,val,Ficedula_timorensis_Unknown_205974791.png,1000,687
205974841,https://macaulaylibrary.org/asset/205974841,Passeriformes,Meliphagidae (Honeyeaters),Honeyeaters,Melilestes megarhynchus,Long-billed Honeyeater,species,lobhon2,17122,S65190273,,,,Unknown,Unknown,USER800441,-4.703,145.4054,5.0,4.2,1000.0,655.0,ebird,train,Melilestes_megarhynchus_Unknown_205974841.png,1000,655
205974961,https://macaulaylibrary.org/asset/205974961,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ptilinopus ornatus gestroi,Ornate Fruit-Dove (Eastern),group (monotypic),ornfrd2,2545,S65190278,New Guinea (west to Cyclops Mountains and Onin Peninsula),,,Unknown,Unknown,USER800441,-6.0291,147.1982,5.0,3.8,1000.0,740.0,ebird,train,Ptilinopus_ornatus_gestroi_Unknown_205974961.png,1000,740
205977471,https://macaulaylibrary.org/asset/205977471,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,Pericrocotus erythropygius,White-bellied Minivet,species,whbmin3,17746,S65189676,Peninsular India (Punjab and Rajasthan to Bihar and Mysore),,,Unknown,Unknown,USER800441,27.8663,72.9045,4.0,5.0,1000.0,700.0,ebird,test,Pericrocotus_erythropygius_Unknown_205977471.png,1000,700
205977741,https://macaulaylibrary.org/asset/205977741,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)","Tits, Chickadees, and Titmice",Machlolophus nuchalis,White-naped Tit,species,whwtit2,21283,S65189769,Patchily distributed semiarid thorn forests of w and s India,,,Unknown,Unknown,USER800441,23.0873,69.463,6.0,3.666666667,1000.0,700.0,ebird,train,Machlolophus_nuchalis_Unknown_205977741.png,1000,700
205978001,https://macaulaylibrary.org/asset/205978001,Passeriformes,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Parrotbills, Wrentit, and Allies",Chrysomma altirostre,Jerdon's Babbler,species,jerbab1,24371,S65189572,,,,Unknown,Unknown,USER800441,31.1521,74.9589,6.0,4.0,1000.0,700.0,ebird,train,Chrysomma_altirostre_Unknown_205978001.png,1000,700
205979711,https://macaulaylibrary.org/asset/205979711,Passeriformes,Alaudidae (Larks),Larks,Melanocorypha bimaculata,Bimaculated Lark,species,bimlar1,21706,S65189580,Turkey to Iran and Afghanistan; >ne Africa and India,,,Unknown,Unknown,USER800441,26.8178,70.5202,4.0,5.0,1000.0,675.0,ebird,train,Melanocorypha_bimaculata_Unknown_205979711.png,1000,675
205980011,https://macaulaylibrary.org/asset/205980011,Passeriformes,Cotingidae (Cotingas),Cotingas,Pipreola lubomirskii,Black-chested Fruiteater,species,blcfru1,15107,S65188151,Andes of s Colombia to extreme n Peru (Cajamarca),,,Unknown,Unknown,USER800441,-3.9887,-78.5843,5.0,4.0,1000.0,664.0,ebird,train,Pipreola_lubomirskii_Unknown_205980011.png,1000,664
205980031,https://macaulaylibrary.org/asset/205980031,Charadriiformes,Charadriidae (Plovers and Lapwings),Shorebirds,Charadrius marginatus,White-fronted Plover,species,whfplo1,5734,S65190535,,,,Unknown,Unknown,USER800441,-3.3284,39.9695,7.0,4.714285714,1000.0,800.0,ebird,train,Charadrius_marginatus_Unknown_205980031.png,1000,800
205980221,https://macaulaylibrary.org/asset/205980221,Charadriiformes,Glareolidae (Pratincoles and Coursers),Shorebirds,Cursorius somalensis,Somali Courser,species,somcou1,6072,S65190449,,,,,,USER800441,-3.3662,38.7218,6.0,4.666666667,1000.0,771.0,ebird,train,Cursorius_somalensis_Unknown_205980221.png,1000,771
205981191,https://macaulaylibrary.org/asset/205981191,Passeriformes,Emberizidae (Old World Buntings),Old World Buntings,Emberiza lathami,Crested Bunting,species,crebun1,31451,S65189680,"N Pakistan to se Tibet, s China, Laos and n Vietnam (Tonkin)",,,Unknown,Unknown,USER800441,24.6496,72.7755,14.0,5.0,1000.0,700.0,ebird,train,Emberiza_lathami_Unknown_205981191.png,1000,700
205981281,https://macaulaylibrary.org/asset/205981281,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Treron olax,Little Green-Pigeon,species,ligpig1,2407,S65190759,"Lowlands of s Thailand, Malay Peninsula and Greater Sundas",,,Unknown,Unknown,USER800441,1.8611,103.8929,5.0,5.0,1000.0,701.0,ebird,train,Treron_olax_Unknown_205981281.png,1000,701
205982591,https://macaulaylibrary.org/asset/205982591,Piciformes,Indicatoridae (Honeyguides),Honeyguides,Indicator archipelagicus,Malaysian Honeyguide,species,malhon1,10427,S65190759,"S pen. Thailand, adj. Myanmar, Malay Pen., Sumatra and Borneo",,,Unknown,Unknown,USER800441,1.8611,103.8929,4.0,5.0,1000.0,704.0,ebird,train,Indicator_archipelagicus_Unknown_205982591.png,1000,704
205982861,https://macaulaylibrary.org/asset/205982861,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Leptopogon superciliaris,Slaty-capped Flycatcher,species,slcfly1,15476,S65189863,,,,Unknown,Unknown,USER800441,0.1378,-79.1312,5.0,4.8,1000.0,784.0,ebird,train,Leptopogon_superciliaris_Unknown_205982861.png,1000,784
205982901,https://macaulaylibrary.org/asset/205982901,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Hemitriccus zosterops,White-eyed Tody-Tyrant,species,wettyr1,15576,S65188148,,,,Unknown,Unknown,USER800441,-4.2512,-78.6511,4.0,4.0,1000.0,714.0,ebird,val,Hemitriccus_zosterops_Unknown_205982901.png,1000,714
205982931,https://macaulaylibrary.org/asset/205982931,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,species,gowtof1,15648,S65188149,SE Colombia (Putumayo) to e Ecuador and ne Peru (Loreto),,,,,USER800441,-4.2512,-78.6511,4.0,4.0,1000.0,721.0,ebird,train,Poecilotriccus_calopterus_Unknown_205982931.png,1000,721
205983921,https://macaulaylibrary.org/asset/205983921,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Sarcogyps calvus,Red-headed Vulture,species,rehvul1,7445,S65189565,India and SE Asia,,,Unknown,Unknown,USER800441,29.4819,79.0538,14.0,4.928571429,1000.0,700.0,ebird,train,Sarcogyps_calvus_Unknown_205983921.png,1000,700
205984461,https://macaulaylibrary.org/asset/205984461,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",Tyrannus niveigularis,Snowy-throated Kingbird,species,sntkin1,16672,S65189845,Extreme sw Colombia to w Ecuador and nw Peru (s to Ancash),,,,,USER800441,-1.6784,-80.8041,6.0,4.666666667,1000.0,731.0,ebird,val,Tyrannus_niveigularis_Unknown_205984461.png,1000,731
205984661,https://macaulaylibrary.org/asset/205984661,Piciformes,Picidae (Woodpeckers),Woodpeckers,Chloropicus spodocephalus,Mountain Gray Woodpecker,species,gyhwoo1,10722,S65190360,,,,,,USER800441,-1.5473,35.1817,7.0,4.714285714,1000.0,626.0,ebird,train,Chloropicus_spodocephalus_Unknown_205984661.png,1000,626
205985241,https://macaulaylibrary.org/asset/205985241,Charadriiformes,Burhinidae (Thick-knees),Shorebirds,Burhinus indicus,Indian Thick-knee,species,indthk1,5552,S65189474,India and Sri Lanka to Indochina; winters to Africa and Arabia,,,Unknown,Unknown,USER800441,26.047,76.3483,6.0,5.0,1000.0,700.0,ebird,train,Burhinus_indicus_Unknown_205985241.png,1000,700
205985781,https://macaulaylibrary.org/asset/205985781,Passeriformes,Hirundinidae (Swallows),Martins and Swallows,Atticora fasciata,White-banded Swallow,species,whbswa2,23035,S65188147,"E Colombia to Guianas, s Venezuela, n Bolivia and Amazonian Brazil",,,Unknown,Unknown,USER800441,-3.9329,-78.6759,4.0,5.0,1000.0,562.0,ebird,train,Atticora_fasciata_Unknown_205985781.png,1000,562
205985911,https://macaulaylibrary.org/asset/205985911,Passeriformes,Cisticolidae (Cisticolas and Allies),Cisticolas and Allies,Cisticola carruthersi,Carruthers's Cisticola,species,carcis1,22505,S65190367,"Democratic Republic of the Congo to Uganda, w Kenya, Rwanda, Burundi and nw Tanzania",,,Unknown,Unknown,USER800441,-0.574,34.0329,5.0,4.8,1000.0,689.0,ebird,train,Cisticola_carruthersi_Unknown_205985911.png,1000,689
205986141,https://macaulaylibrary.org/asset/205986141,Passeriformes,Cisticolidae (Cisticolas and Allies),Cisticolas and Allies,Oreolais pulcher,Black-collared Apalis,species,blcapa2,22025,S65190421,,,,Unknown,Unknown,USER800441,0.2546,34.8811,4.0,5.0,1000.0,703.0,ebird,train,Oreolais_pulcher_Unknown_205986141.png,1000,703
205986451,https://macaulaylibrary.org/asset/205986451,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",Sterna acuticauda,Black-bellied Tern,species,blbter1,6480,S65189459,"Pakistan, Nepal and India to sw China, Myanmar and SE Asia",,,Unknown,Unknown,USER800441,26.7848,78.6841,8.0,4.375,1000.0,700.0,ebird,train,Sterna_acuticauda_Unknown_205986451.png,1000,700
205986651,https://macaulaylibrary.org/asset/205986651,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Treron apicauda,Pin-tailed Green-Pigeon,species,pitpig1,2457,S65189483,,,,Unknown,Unknown,USER800441,29.4819,79.0538,4.0,5.0,1000.0,700.0,ebird,train,Treron_apicauda_Unknown_205986651.png,1000,700
205987271,https://macaulaylibrary.org/asset/205987271,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Spinus siemiradzkii,Saffron Siskin,species,safsis1,31413,S65189851,"SW Ecuador, Isla Punï¿½ and extreme nw Peru (Tumbes)",,,Unknown,Unknown,USER800441,-1.6784,-80.8041,5.0,4.2,1000.0,633.0,ebird,train,Spinus_siemiradzkii_Unknown_205987271.png,1000,633
205987331,https://macaulaylibrary.org/asset/205987331,Strigiformes,Strigidae (Owls),Owls,Strix woodfordii,African Wood-Owl,species,afwowl1,8720,S65190534,,,,Unknown,Unknown,USER800441,-3.3364,39.8781,4.0,5.0,664.0,800.0,ebird,train,Strix_woodfordii_Unknown_205987331.png,664,800
205987401,https://macaulaylibrary.org/asset/205987401,Caprimulgiformes,Apodidae (Swifts),Swifts,Apus aequatorialis,Mottled Swift,species,motswi2,3964,S65190422,,,,Unknown,Unknown,USER800441,0.4534,35.6482,5.0,5.0,800.0,800.0,ebird,train,Apus_aequatorialis_Unknown_205987401.png,800,800
205987411,https://macaulaylibrary.org/asset/205987411,Caprimulgiformes,Apodidae (Swifts),Swifts,Apus niansae,Nyanza Swift,species,nyaswi1,3974,S65190422,,,,Unknown,Unknown,USER800441,0.4534,35.6482,5.0,4.0,1000.0,665.0,ebird,train,Apus_niansae_Unknown_205987411.png,1000,665
205987721,https://macaulaylibrary.org/asset/205987721,Caprimulgiformes,Apodidae (Swifts),Swifts,Zoonavena sylvatica,White-rumped Needletail,species,whrnee1,3742,S65189565,India south of the Himalayas to w Myanmar,,,,,USER800441,29.4819,79.0538,5.0,5.0,1000.0,700.0,ebird,train,Zoonavena_sylvatica_Unknown_205987721.png,1000,700
205988631,https://macaulaylibrary.org/asset/205988631,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Dives warczewiczi,Scrub Blackbird,species,scrbla1,32568,S65189851,,,,Unknown,Unknown,USER800441,-1.6784,-80.8041,5.0,5.0,1000.0,751.0,ebird,train,Dives_warczewiczi_Unknown_205988631.png,1000,751
205988831,https://macaulaylibrary.org/asset/205988831,Passeriformes,Malaconotidae (Bushshrikes and Allies),Bushshrikes and Allies,Laniarius mufumbiri,Papyrus Gonolek,species,papgon1,19243,S65190367,"Papyrus swamps of Democratic Republic of the Congo to Uganda, Kenya and Tanzania",,,Unknown,Unknown,USER800441,-0.574,34.0329,4.0,5.0,1000.0,673.0,ebird,train,Laniarius_mufumbiri_Unknown_205988831.png,1000,673
205989991,https://macaulaylibrary.org/asset/205989991,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Atlapetes pallidinucha,Pale-naped Brushfinch,species,pnbfin1,32221,S65189165,,,,Unknown,Unknown,USER800441,-4.3748,-79.1116,4.0,5.0,1000.0,760.0,ebird,train,Atlapetes_pallidinucha_Unknown_205989991.png,1000,760
205990181,https://macaulaylibrary.org/asset/205990181,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Phyllastrephus fischeri,Fischer's Greenbul,species,fisgre1,23421,S65190531,"Extreme se Somalia to Kenya, Tanzania and n Mozambique",,,Unknown,Unknown,USER800441,-3.3364,39.8781,6.0,3.666666667,1000.0,657.0,ebird,test,Phyllastrephus_fischeri_Unknown_205990181.png,1000,657
205991331,https://macaulaylibrary.org/asset/205991331,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Tachyphonus luctuosus,White-shouldered Tanager,species,whstan1,33438,S65189147,,,,Unknown,Unknown,USER800441,-2.5135,-79.7339,4.0,5.0,1000.0,562.0,ebird,train,Tachyphonus_luctuosus_Unknown_205991331.png,1000,562
205991771,https://macaulaylibrary.org/asset/205991771,Bucerotiformes,Bucerotidae (Hornbills),Hornbills,Tockus erythrorhynchus,Northern Red-billed Hornbill,species,rebhor1,9157,S65190425,Sierra Leone to Somalia and south to Tanzania,,,Unknown,Unknown,USER800441,0.62,36.0472,6.0,4.833333333,1000.0,744.0,ebird,train,Tockus_erythrorhynchus_Unknown_205991771.png,1000,744
205992171,https://macaulaylibrary.org/asset/205992171,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Oenanthe fusca,Brown Rock Chat,species,indcha1,28694,S65189461,Rocky hills and cliffs of ne Pakistan and n India,,,Unknown,Unknown,USER800441,26.8722,78.564,4.0,5.0,1000.0,700.0,ebird,val,Oenanthe_fusca_Unknown_205992171.png,1000,700
205992401,https://macaulaylibrary.org/asset/205992401,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Eriocnemis mosquera,Golden-breasted Puffleg,species,gobpuf1,4458,S65189852,SW and Central Andes of Colombia to nw Ecuador,,,Unknown,Unknown,USER800441,-0.2122,-78.6175,5.0,5.0,1000.0,786.0,ebird,train,Eriocnemis_mosquera_Unknown_205992401.png,1000,786
205992911,https://macaulaylibrary.org/asset/205992911,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",Prionops scopifrons,Chestnut-fronted Helmetshrike,species,chfhel1,19039,S65190534,,,,Unknown,Unknown,USER800441,-3.3364,39.8781,7.0,4.714285714,1000.0,717.0,ebird,train,Prionops_scopifrons_Unknown_205992911.png,1000,717
205993821,https://macaulaylibrary.org/asset/205993821,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Philodice mitchellii,Purple-throated Woodstar,species,putwoo1,4645,S65189856,Tropical e Panama (Dariï¿½n) to w Colombia and sw Ecuador,,,,,USER800441,-0.0127,-78.682,6.0,5.0,1000.0,625.0,ebird,train,Philodice_mitchellii_Unknown_205993821.png,1000,625
205993841,https://macaulaylibrary.org/asset/205993841,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Myrmia micrura,Short-tailed Woodstar,species,shtwoo1,4621,S65189160,Arid scrub of sw Ecuador and nw Peru,,,Unknown,Unknown,USER800441,-4.3841,-80.2445,5.0,4.2,1000.0,738.0,ebird,test,Myrmia_micrura_Unknown_205993841.png,1000,738
205993861,https://macaulaylibrary.org/asset/205993861,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Chaetocercus bombus,Little Woodstar,species,litwoo5,4633,S65188158,Andes of extreme sw Colombia (Nariï¿½o) to n Peru,,,Unknown,Unknown,USER800441,-4.0909,-78.9583,5.0,4.2,1000.0,654.0,ebird,train,Chaetocercus_bombus_Unknown_205993861.png,1000,654
205994461,https://macaulaylibrary.org/asset/205994461,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Turdoides hindei,Hinde's Pied-Babbler,species,hipbab1,25456,S65190430,Locally in foothill scrub of e-central Kenya,,,Unknown,Unknown,USER800441,-0.5624,37.0571,5.0,5.0,1000.0,675.0,ebird,train,Turdoides_hindei_Unknown_205994461.png,1000,675
205994471,https://macaulaylibrary.org/asset/205994471,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Turdoides hypoleuca,Northern Pied-Babbler,species,norpib1,25453,S65190440,,,,Unknown,Unknown,USER800441,-1.413,36.9289,5.0,4.6,1000.0,800.0,ebird,train,Turdoides_hypoleuca_Unknown_205994471.png,1000,800
205994571,https://macaulaylibrary.org/asset/205994571,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)","White-eyes, Yuhinas, and Allies",Zosterops silvanus,Taita White-eye,species,brrwhe4,24607,S65190441,SE Kenya (Taita Hills),,,Unknown,Unknown,USER800441,-3.4167,38.3333,4.0,5.0,1000.0,708.0,ebird,train,Zosterops_silvanus_Unknown_205994571.png,1000,708
205995751,https://macaulaylibrary.org/asset/205995751,Bucerotiformes,Bucerotidae (Hornbills),Hornbills,Tockus deckeni,Von der Decken's Hornbill,species,vddhor1,9150,S65190442,"Ethiopia and s Somalia to Kenya, ne Uganda and Tanzania",,,,,USER800441,-3.3643,38.5851,6.0,4.833333333,668.0,800.0,ebird,train,Tockus_deckeni_Unknown_205995751.png,668,800
205995781,https://macaulaylibrary.org/asset/205995781,Bucerotiformes,Bucerotidae (Hornbills),Hornbills,Tockus jacksoni,Jackson's Hornbill,species,jachor1,9149,S65190428,Arid savanna of ne Uganda and nw Kenya,,,Unknown,Unknown,USER800441,0.62,36.0472,4.0,5.0,1000.0,683.0,ebird,train,Tockus_jacksoni_Unknown_205995781.png,1000,683
205995971,https://macaulaylibrary.org/asset/205995971,Piciformes,Lybiidae (African Barbets),Barbets and Toucans,Pogoniulus simplex,Green Tinkerbird,species,gretin2,10039,S65190530,"Coastal forests of se Kenya to Tanzania, Malawi, s Mozambique",,,,,USER800441,-3.3364,39.8781,5.0,5.0,1000.0,685.0,ebird,train,Pogoniulus_simplex_Unknown_205995971.png,1000,685
205996361,https://macaulaylibrary.org/asset/205996361,Caprimulgiformes,Apodidae (Swifts),Swifts,Aerodramus unicolor,Indian Swiftlet,species,indswi1,3860,S65189781,"SW pen. India, Sri Lanka and small islands off Malabar coast",,,Unknown,Unknown,USER800441,19.5696,73.2831,6.0,4.333333333,1000.0,644.0,ebird,train,Aerodramus_unicolor_Unknown_205996361.png,1000,644
205996651,https://macaulaylibrary.org/asset/205996651,Piciformes,Ramphastidae (Toucans),Barbets and Toucans,Aulacorhynchus derbianus,Chestnut-tipped Toucanet,species,chttou3,10296,S65188151,Extreme s Colombia along e slope of Andes to Bolivia,,,Unknown,Unknown,USER800441,-3.9887,-78.5843,5.0,4.0,1000.0,741.0,ebird,train,Aulacorhynchus_derbianus_Unknown_205996651.png,1000,741
205997421,https://macaulaylibrary.org/asset/205997421,Passeriformes,Cisticolidae (Cisticolas and Allies),Cisticolas and Allies,Cisticola hunteri,Hunter's Cisticola,species,huncis1,22418,S65190358,"High mountains of w Kenya, Uganda and n Tanzania",,,Unknown,Unknown,USER800441,-1.1048,36.6328,4.0,5.0,800.0,800.0,ebird,test,Cisticola_hunteri_Unknown_205997421.png,800,800
205998051,https://macaulaylibrary.org/asset/205998051,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),Ovenbirds,Cinclodes albidiventris,Chestnut-winged Cinclodes,species,chwcin1,14353,S65188166,,,,Unknown,Unknown,USER800441,-2.8388,-79.2011,5.0,5.0,1000.0,702.0,ebird,train,Cinclodes_albidiventris_Unknown_205998051.png,1000,702
205998411,https://macaulaylibrary.org/asset/205998411,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Accipiter melanoleucus,Black Goshawk,species,blagos1,7842,S65190370,,,,,,USER800441,0.2546,34.8811,6.0,4.833333333,1000.0,662.0,ebird,train,Accipiter_melanoleucus_Unknown_205998411.png,1000,662
206002111,https://macaulaylibrary.org/asset/206002111,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Alcippe morrisonia,Morrison's Fulvetta,species,gycful1,25345,S65190792,Taiwan,,,,,USER800441,23.7225,120.6258,4.0,5.0,1000.0,700.0,ebird,val,Alcippe_morrisonia_Unknown_206002111.png,1000,700
206002821,https://macaulaylibrary.org/asset/206002821,Passeriformes,Mohouidae (Whiteheads),Whiteheads,Mohoua albicilla,Whitehead,species,whiteh1,18116,S65189335,"Little and Great Barrier is., s North, Arid and Kapiti islands",,,Unknown,Unknown,USER800441,-36.3713,174.848,4.0,5.0,1000.0,700.0,ebird,train,Mohoua_albicilla_Unknown_206002821.png,1000,700
206003001,https://macaulaylibrary.org/asset/206003001,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",Pterodroma cookii,Cook's Petrel,species,coopet,6742,S65189338,Breeds islands off New Zealand; ranges to e and n Pacific,,,Unknown,Unknown,USER800441,-36.6029,175.0974,7.0,5.0,700.0,700.0,ebird,train,Pterodroma_cookii_Unknown_206003001.png,700,700
206003621,https://macaulaylibrary.org/asset/206003621,Passeriformes,Scotocercidae (Bush Warblers and Allies),Bush Warblers and Allies,Horornis acanthizoides,Yellowish-bellied Bush Warbler,species,ybbwar1,24166,S65189170,,,,Unknown,Unknown,USER800441,23.474,120.9588,5.0,5.0,1000.0,700.0,ebird,test,Horornis_acanthizoides_Unknown_206003621.png,1000,700
206005091,https://macaulaylibrary.org/asset/206005091,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Macropygia tenuirostris,Philippine Cuckoo-Dove,species,phcdov1,2049,S65189176,"Philippines, Taiwan and Lan-yï¿½ I.",,,Unknown,Unknown,USER800441,22.0478,121.5443,4.0,4.0,1000.0,700.0,ebird,val,Macropygia_tenuirostris_Unknown_206005091.png,1000,700
206005391,https://macaulaylibrary.org/asset/206005391,Psittaciformes,Psittaculidae (Old World Parrots),"Parrots, Parakeets, and Allies",Agapornis pullarius,Red-headed Lovebird,species,rehlov1,12093,S65190241,,,,,,USER800441,0.3501,6.541,5.0,4.2,1000.0,700.0,ebird,train,Agapornis_pullarius_Unknown_206005391.png,1000,700
